firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Marita,Gerry,Pinela,303332178,July 22 1951,323 East Austin Street BELLVILLE Texas 88168,465442137,January 21 2007
Marna,Horacio,Babiarz,535749192,February 1 1958,418 North Hunt Street BELLVILLE Texas 66808,949360828,May 21 1989
Mayra,Alethia,Monnin,280427393,July 8 1988,3878 West Fm 1093 WALLIS Texas 40458,618643818,September 30 1986
Ursula,Sari,Lewand,577376789,January 8 1969,631 West Fm 389 FAYETTEVILLE Texas 45578,655902001,August 14 2006
Anthony,Stacy,Larason,457946054,March 30 1997,0 Fm 1457 NEW ULM Texas 73967,747959007,March 3 1990
Mellie,Ronna,Joliet,323867112,December 7 1952,0 Mixville Road  Texas 82484,480874128,November 8 1999
Darcy,Corrin,Wadford,632056919,May 31 1953,13656 Lake Road  Texas 83599,375812269,May 22 2009
Laticia,Steve,Bertog,972011755,April 24 1996,4783 Highway 159 East  Texas 45735,372688133,December 10 2013
Lucas,Shayla,Nevwirth,270003147,November 3 1955,531 Acres Lane SEALY Texas 62851,468285871,June 4 2001
Jillian,Demetria,Fredregill,767776836,February 27 1980,0 Goeke Road (Off Of)  Texas 36084,547977578,August 25 1998
Teodora,Joye,Damelio,843336786,September 3 1968,14982 Fm 1094 CAT SPRING Texas 74355,937456904,September 14 1991
Leroy,Laquanda,Fordon,540331967,July 26 1986,3281 Highway 36 SEALY Texas 44690,536934562,September 24 1992
Arlene,Grace,Lassen,341418726,November 19 1961,0 Fm 1952  (Off Of) WALLIS Texas 61540,312433171,April 2 2010
Mabel,Deloris,Ruhmann,310612584,November 8 1991,7903 Highway 60 WALLIS Texas 63960,438032508,October 10 1990
Alesia,Ross,Opel,117881130,August 10 1993,   Texas 53111,237308163,November 4 1992
Velda,Jerri,Duellman,571441364,September 12 1953,712 South Tesch Street BELLVILLE Texas 22189,705442298,July 12 2012
Sharlene,Kimberli,Leffers,579509463,July 15 1993,0 Schoenau Road  Texas 78981,117092412,May 14 2000
Cheryl,Carmelina,Oakey,614415784,September 19 1994,7102 Mikes Street   Texas 30318,649092845,June 15 2001
Granville,Brad,Aw,761000976,February 27 1966,6002 Hillboldt Road  Texas 32083,492334215,March 5 2000
Yanira,Rick,Belville,816073102,August 28 1976,4821 Highway 159 West BELLVILLE Texas 68417,807597080,November 22 2012
Shayna,Mee,Wrynn,544300542,August 30 1986,0 Columbus Road WALLIS Texas 79624,151591423,January 2 2000
Roni,Charlene,Lackie,442371856,April 12 1962,0 Miller Road  Texas 43474,307479018,October 7 2008
Elton,Lacy,Mccawley,580144100,March 22 1989,0 North Fm 331 (Off Of)  Texas 61348,971068340,February 18 1995
Season,Romana,Bubert,997314231,January 29 1964,1279 Peschel Lane SEALY Texas 14820,771048060,November 15 2010
Skye,Pedro,Mccollam,477933290,May 7 1980,5498 Shelby Road  Texas 72856,221433391,September 1 1989
Nikki,Jessie,Gallese,725548592,December 29 1956,3609 Reinhardt Road BELLVILLE Texas 81498,101066092,July 25 2004
Eleanora,Ocie,Klukken,522438644,April 22 1952,227 Hillard Street BELLVILLE Texas 22687,182871490,January 2 1998
Katharina,Leighann,Zari,287947118,May 17 1960,0 Sandstone Lane (Off Of) BELLVILLE Texas 38017,397669546,July 26 2015
Britta,Francis,Mcconn,499837766,June 3 1972,1001 Travis Road  Texas 21521,426521829,October 15 1999
Bruno,Jeremiah,Levreau,107297576,January 15 1979,0 Bleiblerville Road  Texas 83203,144909319,May 10 2003
Manda,Karrie,Kuchto,617428926,September 10 1970,1629 Meyer Street SEALY Texas 66465,430265481,March 19 2010
Bennie,Marilu,Kaur,633164641,September 19 1968,1534 South Circle Street SEALY Texas 87020,807258890,November 10 2013
Vernia,Michael,Heaney,950650225,February 18 1987,   Texas 28781,411959456,November 12 1985
Zetta,Josh,Pudlinski,991389287,December 27 1965,   Texas 73880,365458775,July 5 2007
Wenona,Lowell,Mogus,465844661,July 15 1981,0 Avenue F   Texas 17902,657195492,September 24 2013
Azalee,Imelda,Vetere,666263304,December 21 1992,123 Koy Road BELLVILLE Texas 68512,484489947,November 4 2006
Hilton,Myrtie,Caffey,639047498,December 27 1958,6022 Old Highway 36  Texas 11134,650968109,October 19 2006
Jame,Trang,Beltramo,649738519,September 22 1955,0 Meier Road  Texas 63310,781118721,September 26 2000
Stormy,Lavonne,Paskel,209874371,April 20 1974,232 South Holland Street BELLVILLE Texas 57513,363677282,March 7 1989
Ellyn,Georgia,Rm,680641411,February 10 1978,1470 Nesting Dove Circle  Texas 79170,354582892,February 27 2014
Halina,Bettyann,Villapando,588736276,May 22 1974,0 Skull Creek Road FAYETTEVILLE Texas 96085,898013048,November 19 1997
Edmundo,Jonas,Delrio,172236585,October 25 1968,1211 Walton Road  Texas 46408,970286688,October 26 2008
Jess,Kieth,Dreier,536917460,October 13 1953,   Texas 46020,141758189,August 30 2002
Desiree,Sylvester,Gullace,584026922,March 27 1977,0 East Richter Lane NEW ULM Texas 47929,574967724,June 17 1992
Karlene,Kelsi,Becvar,197777038,April 14 1968,1005 North Meyer Street SEALY Texas 15879,745624776,January 3 2006
Jenise,Allen,Neira,964741739,January 28 1957,0 Schultz Road BURTON Texas 14368,353260402,December 26 2011
Sharyn,Tobi,Rodenburg,607168353,May 27 1959,1010 Gunnison Street SEALY Texas 96778,919067807,December 11 1990
Leilani,Leann,Tachauer,570332378,October 10 1966,425 North Fowlkes Street SEALY Texas 44701,263909796,August 15 1988
Cassaundra,Danette,Hazley,609238290,January 14 1995,868 West Main Street BELLVILLE Texas 43799,110695989,December 11 2004
Benita,Sheron,Hook,921689905,August 1 1967,0 Tegeler Road  Texas 66368,971530328,April 16 1997
Adele,Wanda,Martling,755639834,November 1 1981,   Texas 58722,474457443,January 1 1991
Myesha,Delila,Bastress,400881877,December 8 1973,   Texas 15327,292632884,September 11 1990
Chau,Shawn,Aronson,350868968,April 8 1977,4949 Highway 36 North   Texas 76787,465192611,December 28 2015
Delorse,Sandy,Gobeil,917072462,April 27 1962,   Texas 58791,526979054,October 4 2001
Marilou,Rufina,Pinsonnault,901362099,November 25 1991,0 Blezinger Road  Texas 79917,915324821,January 3 1990
Jeri,Ewa,Hixon,689977749,May 21 1984,0 Coshatte Road (Off Of) BELLVILLE Texas 85555,844915602,August 26 2008
Eunice,Michaele,Curreri,632042263,June 23 1978,4942 Verm Road  Texas 77642,912252143,July 11 2008
Velda,Britt,Kytle,371688101,September 4 1983,1940 Fm 1094 SEALY Texas 70473,344387721,April 11 2011
Willian,Janyce,Coutinho,700497369,April 1 1978,1172 Klatt Lane SEALY Texas 16143,778193355,December 22 1992
Carolynn,Georgann,Oajaca,639872193,October 24 1962,   Texas 29466,397454747,May 11 1995
Shasta,Layne,Curo,688666409,September 9 1992,   Texas 41663,991553081,December 15 1985
Nora,Maribel,Tajima,965611390,January 26 1992,567 Cannon Hill Road SEALY Texas 98760,243403950,December 12 2016
Sunshine,Jan,Mehall,505989140,March 21 1983,   Texas 40404,532962618,December 13 1994
Nora,Kerri,Rittenour,867181892,March 28 1953,1408 Mockingbird Bend SEALY Texas 90147,595479092,July 20 2000
Lilian,Tasha,Morain,341073980,January 31 1974,   Texas 26467,477624042,March 19 1992
Karry,Walter,Daubenmire,672729961,April 4 1982,706 Margie Street  Texas 92111,850753964,January 17 2015
Imelda,Cathey,Ramlakhan,144119129,September 10 1995,1279 Robyn Lane WALLIS Texas 37956,736969915,March 25 2014
Amber,Marilyn,Barretta,606631304,June 26 1952,17 East Grant Street BELLVILLE Texas 42452,391164855,April 19 2014
Santina,Marcel,Mullane,676092543,January 21 1994,20631 Highway 159 West  Texas 49731,111421919,April 1 2006
Dollie,Luciana,Dansereau,998988399,March 6 1976,   Texas 40590,949986166,February 8 2001
Ross,Santos,Nettleingham,787973569,July 19 1984,0 Fm 529 (Off Of) BELLVILLE Texas 47312,597599697,December 2 1993
Rheba,Lesley,Madrid,368732640,August 10 1990,565 Maler Road SEALY Texas 79395,177344703,November 21 1987
Michale,Linwood,Siefkes,782566304,August 23 1951,   Texas 47816,379042856,October 23 2012
Agatha,Elly,Facello,307636071,June 29 1976,   Texas 55953,754412068,December 21 2000
Aubrey,Georgeanna,Zemke,499324724,November 29 1973,   Texas 40732,561651109,May 30 1988
Fumiko,Darby,Degross,365608809,January 28 1964,4030 Mill Creek Road CAT SPRING Texas 45178,185818501,February 27 1992
Virgina,Ernest,Rosado,859539249,September 11 1971,0 Maresh Road  Texas 68635,521840584,February 2 1990
Victorina,Marni,Lianes,713312243,January 6 1985,5565 Mieth Road South SEALY Texas 18006,699164090,February 19 1990
Nannette,Marielle,Hilborn,223812142,August 6 1950,10801 Dierking Road BRENHAM Texas 27954,956020717,September 3 2011
Sydney,Lyn,Mathys,903637683,December 2 1972,4851 Mixville Road SEALY Texas 88912,328266265,September 4 1999
Allie,Albertina,Thrower,178127445,March 27 1963,0 Travis Road  Texas 84723,729511349,April 10 1991
Oswaldo,Kathrin,Korgie,122211175,January 3 1974,0 Circle Drive   Texas 53637,480419331,December 19 1990
Misti,Lennie,Mattocks,659562347,March 8 1961,545 Acres Lane SEALY Texas 14366,257480973,December 26 1992
Jina,Alyson,Anstey,472943906,May 25 1984,0 Stalmach Road  Texas 53919,938329003,March 22 2006
Tameka,Adella,Weinfurter,611798664,June 16 1965,0 Warner Road (Off Of) BELLVILLE Texas 47214,631865304,February 29 2016
Na,Debrah,Dimond,487855580,December 27 1977,0 Meadow Wood Lane  Texas 99290,623841649,March 10 2007
Lindsey,Frances,Hanserd,176514268,September 10 1973,3737 Foerster Lane NEW ULM Texas 49406,669431961,March 11 2012
Kandace,Landon,Demko,841987421,May 12 1993,916 Crumpton Drive BELLVILLE Texas 67958,625865572,November 1 2001
Garland,Orlando,Shepheard,955344683,November 29 1984,   Texas 98434,966038867,August 19 1998
Arlean,Joanne,Paraz,641166717,April 17 1960,1564 Bell Oaks Drive BELLVILLE Texas 56736,540173577,May 14 1985
Nana,Gertrude,Dunsford,842721934,May 15 1991,0 Krueger Road  Texas 42830,130476948,March 20 2001
Phylicia,Maud,Cervenak,390594893,August 4 1964,   Texas 69899,378709397,May 2 2004
Jackie,Bernie,Lobner,230272573,May 19 1953,227 East Austin Street BELLVILLE Texas 19938,453813095,April 22 1994
Leroy,Germaine,Zientara,139554698,January 26 1968,7001 Viereck Road  Texas 65748,723663738,May 21 1991
Roscoe,Myesha,Hayburn,814784519,August 19 1973,6445 Robin Lane SEALY Texas 85435,273519891,October 23 2012
Jeanette,Renee,Lovier,586753569,October 2 1997,0 Zetter Road  Texas 28212,843440588,August 12 1999
Geneva,Ezekiel,Torrano,823657809,June 3 1976,6031 Highway 36 SEALY Texas 64164,378488091,January 14 1999
Julieann,Donn,Keziah,762662627,June 10 1979,6015 Commerce Street WALLIS Texas 25725,268643718,October 14 1986
Brunilda,Son,Rayne,372308056,March 3 1960,0 Luhn Street BELLVILLE Texas 97036,194805796,June 9 2004
Renna,Domonique,Becwar,331334242,December 17 1950,1828 Meissner Road BELLVILLE Texas 76179,684755644,August 30 2006
Eduardo,Dinorah,Sandison,128693566,February 23 1988,221 Village Drive   Texas 61415,502423835,October 19 2016
Del,Aleta,Tornese,362183329,April 5 1984,4159 Highway 159 East BELLVILLE Texas 51476,821073075,September 8 2010
Charlette,Yung,Garofano,220931916,June 21 1980,403 North Granville Street BELLVILLE Texas 27860,279921976,November 28 2014
Pearlie,Michael,Bruns,560632928,June 13 1996,6991 Warmke Road BLEIBLERVILLE Texas 67976,562957474,December 5 2010
Rubie,Joesph,Karraker,348236731,January 5 1964,1765 Old Highway 36 Road BELLVILLE Texas 89569,714892523,July 22 1992
Dione,Cierra,Elian,949827879,February 1 1957,559 Bluebonnet Road NEW ULM Texas 46152,745249122,May 29 2015
Kristy,Versie,Kerbs,754956792,December 9 1958,1020 East Fm 389   Texas 10066,868251787,August 26 2016
Laurena,Anh,Myott,709218458,February 6 1971,7112 Grace Lane SEALY Texas 68685,380906113,January 2 2012
Serafina,Thao,Vilches,887592715,August 16 1955,0 Shelby Road  Texas 11853,645298227,June 13 2016
Tyisha,Yoshiko,Mckibbens,181059809,February 23 1980,1503 South Circle Street SEALY Texas 66870,271133012,August 16 1990
Kirby,Iraida,Durdy,958990477,April 7 1950,516 Piney Creek Road BELLVILLE Texas 93859,218719241,September 8 2007
Erminia,Maisie,Guile,495045697,December 1 1964,0 East Palm Street BELLVILLE Texas 99877,135460763,July 10 1999
Jerlene,Sharan,Kirkhart,299597667,June 3 1955,1406 Fm 1457  Texas 48056,819104470,March 2 1991
Soon,Virginia,Bina,762619339,September 23 1958,2211 Highway 36 South SEALY Texas 55731,194871809,April 11 1996
Alyse,Manuel,Krzywicki,438280862,October 19 1964,10638 Rocky Road BELLVILLE Texas 67573,367886047,October 14 2006
Sherice,Marline,Bossert,795142154,November 13 1973,300 South Thomas Street BELLVILLE Texas 50740,464011052,December 22 1991
Chang,Cletus,Borders,953747790,June 28 1961,16792 Williams Creek Road   Texas 86887,672970536,January 6 2000
Margart,Joey,Milhorn,179147277,February 24 1971,0 San Felipe Road SEALY Texas 50851,134100412,May 20 2010
Chanelle,Brendan,Wisenbaker,699535139,April 9 1979,0 Tomlinson Road (Off Of)  Texas 93261,946560040,November 30 2000
Hortencia,Leah,Amoriello,833397706,June 25 1990,0 Barremore Road CAT SPRING Texas 32668,904136173,December 11 2016
Gertude,Doloris,Solmonson,981692178,February 28 1964,0 Fm 3538 SEALY Texas 31596,481632613,May 9 1997
Somer,Annalisa,Carolus,598377890,May 23 1956,7592 West Palm Road SEALY Texas 98567,990486299,August 15 2008
Romaine,Dale,Somer,258027631,October 11 1971,424 Renner Road BELLVILLE Texas 58585,643046847,April 2 2012
Lahoma,Malcom,Cobrin,202085792,June 29 1983,208 South Church Street BELLVILLE Texas 32904,283747304,September 24 1988
Hipolito,Rosella,Hayakawa,703846738,January 16 1994,0 Maeckel Road  Texas 87666,981975874,May 17 2005
Julius,Christy,Mcnamer,775405789,July 13 1963,3205 West Ueckert Road BELLVILLE Texas 49264,944733410,May 23 2001
Gemma,Charise,Khanponaphan,422677841,September 24 1966,9128 Hoff Road BELLVILLE Texas 92330,570024065,October 20 1989
Jacquiline,Juliane,Aiola,985715966,March 10 1995,0 Fm 529 BELLVILLE Texas 10203,130260371,March 26 2016
Elias,Robt,Feldman,666203472,February 23 1990,6917 Fm 3013  Texas 70187,309528776,May 7 1996
Joi,Faustina,Cuascut,634441562,September 17 1987,10300 North Fm 331 BELLVILLE Texas 85211,803891163,November 23 2008
Gretta,Laurinda,Plover,108534184,May 9 1986,9400 Tegeler Road  Texas 54530,607740005,April 30 2005
Pierre,Georgetta,Mellberg,749666397,September 14 1958,26065 Bernard Road NEW ULM Texas 12479,330411762,June 4 1990
Rosamond,Leonida,Brydon,212600420,July 8 1981,11074 Schaffner Road SEALY Texas 79594,189271180,March 3 1990
Whitney,Adena,Sprott,361256267,June 17 1958,0 Fm 1458 SEALY Texas 49404,237317851,October 9 2004
Paris,Marianna,Scattergood,945727677,August 7 1996,630 West Sanders Street BELLVILLE Texas 83077,658836558,January 27 2003
Soon,Shirely,Schnackenberg,196766822,July 31 1980,   Texas 63179,587272100,December 3 1991
Melida,Lorraine,Shangraw,385784366,May 22 1966,0 Fm 529 BELLVILLE Texas 17602,846182892,March 7 1991
Cordie,Molly,Danny,991175036,January 19 1952,0 South San Antonio Street BELLVILLE Texas 39780,976026759,October 25 1996
Brandon,Xiomara,Gregerson,895463856,November 21 1968,868 Lisa Mae Road BELLVILLE Texas 86716,659568876,September 25 2012
Concetta,Charmaine,Lyday,182600502,August 30 1965,0 Schumann Road  Texas 19506,507828636,August 26 1998
Mavis,Valorie,Ours,790539391,July 18 1987,351 South Loop 497  Texas 30634,221369291,July 17 1994
Jerrod,Annette,Lager,126015219,October 14 1985,0 I-10 SEALY Texas 13141,510397445,December 29 2011
Samuel,Carmel,Marcrum,146999990,November 23 1970,15806 Fm 1094 CAT SPRING Texas 69613,948541383,June 1 1992
Jacalyn,Guy,Vukelich,714766205,July 23 1962,2292 Fm 949 SEALY Texas 81727,113198969,July 6 2012
Eilene,Werner,Rupke,963971319,September 22 1992,13420 Hahn Road SEALY Texas 75586,796886166,September 7 2007
Marline,Marissa,Pechal,158774510,January 13 1988,7474 Red Bird Road NEW ULM Texas 37829,603363474,October 17 2009
Guadalupe,Therese,Saunier,854808740,July 19 1972,234 Dogwood Acres Lane BELLVILLE Texas 55064,397303210,April 20 2010
Gladys,Brandy,Lilburn,942689012,December 11 1989,1408 Quail Hollow SEALY Texas 68601,694104500,July 3 2003
Marlo,Stephany,Bumbray,781728789,February 19 1991,4666 Fm 109 NEW ULM Texas 62557,846545675,August 26 1989
Dominque,Margarett,Feast,127159855,January 16 1972,0 Fm 529 BELLVILLE Texas 43603,740191356,March 5 2004
Catherine,Enriqueta,Stillwagon,782258260,August 3 1963,309 South Thomas Street BELLVILLE Texas 25581,557242984,December 7 2000
Mercedes,Asa,Okie,572791298,September 4 1973,1436 Kathy Avenue SEALY Texas 49438,436674329,January 31 2003
Trang,Ardith,Lendo,884508831,October 9 1966,0 Long Bow Road SEALY Texas 21146,741021037,September 25 2011
Marylin,Carson,Vorsburgh,656207854,December 13 1981,0 North Fm 2429  Texas 51201,861845094,September 25 2001
Carolin,Evelin,Heade,747142317,May 6 1980,18486 Fm 1094   Texas 53362,474196316,October 18 2002
Lyman,Willis,Robblee,718933029,September 11 1982,758 North Dixon Road WALLIS Texas 58445,717965596,August 20 1988
Sandy,Bernadine,Cockfield,636635762,September 4 1987,   Texas 21054,943476825,November 8 2002
Isidra,Waltraud,Pardi,186282894,February 2 1975,0 Fm 529 @ Heritage Trail BELLVILLE Texas 12869,576684081,April 19 1998
Jewell,Beau,Cosmo,315273637,December 8 1985,0 Bell Oaks Drive BELLVILLE Texas 99170,566026167,October 2 2002
Eloisa,Clarinda,Eldert,420002933,March 23 1979,714 West Austin Street BELLVILLE Texas 51913,116778721,July 8 2008
Neta,Johnnie,Hack,227818591,March 16 1976,614 2nd Street SEALY Texas 84076,936738025,April 11 2003
Meta,Tyler,Vbiles,515648907,December 19 1971,7091 Highway 36 North  Texas 28560,214871200,March 7 1994
Gerardo,Jonie,Baumgarter,261106737,May 12 1996,302 Hill Street SEALY Texas 58808,849159850,March 4 1986
Lottie,Herlinda,Coble,125390188,December 6 1962,201 East Luhn Street BELLVILLE Texas 43285,703411835,October 27 1993
Craig,Clarinda,Princiotta,100383994,June 27 1959,0 Highway 159 West  Texas 63092,624670120,November 4 2015
Elisabeth,Garrett,Urda,516596389,May 26 1997,22194 Aztec Lane NEW ULM Texas 70644,681371819,March 15 2002
Richard,Adaline,Audia,108986130,January 8 1987,4629 Ripple Lane NEW ULM Texas 24758,337663244,November 27 2010
Bernardine,Alda,Boroughs,464788238,August 31 1979,646 Houston Avenue CAT SPRING Texas 45422,561939993,January 4 1989
Karisa,Elyse,Greenfeld,827347776,March 9 1953,4330 Holly Lane BELLVILLE Texas 54374,948978356,June 24 2009
Georgetta,Daine,Kurpiel,710765750,January 27 1993,1326 Kathy Avenue SEALY Texas 22817,976803473,October 1 1998
Cinderella,Quiana,Raskin,585119177,February 1 1982,1416 Kersten Road SEALY Texas 26118,522905816,July 25 1994
Willa,Tomeka,Lochte,981380905,January 2 1995,8450 Shelby Road BRENHAM Texas 63272,260421813,February 16 2000
Edgardo,Marshall,Boulerice,281629452,July 17 1957,9239 Gosler Road SEALY Texas 22428,358044195,October 15 1992
Kaycee,Shea,Belew,812844133,October 31 1965,1510 Eagle Lake Road SEALY Texas 56365,890649623,October 16 2013
Beatrice,Genaro,Barman,448752084,October 4 1984,6809 Grace Lane SEALY Texas 52683,873218035,November 13 2001
Jean,Lorna,Durdy,716932725,October 3 1994,3122 Star Hill Road NEW ULM Texas 23753,318126756,January 9 1999
Marylin,Ryan,Twogood,223530977,December 9 1988,228 West Palm BELLVILLE Texas 61692,956701960,August 9 2006
Fermin,Laurence,Dallis,372222001,January 27 1974,1796 Fm 529 BELLVILLE Texas 19171,228479974,April 27 1993
Rosario,Geraldine,Castanio,431281434,July 20 1997,5813 Gresham Street WALLIS Texas 98981,471164673,February 27 2014
Aletha,Alysia,Eans,393653774,January 5 1961,7180 Fm 949 SEALY Texas 92971,624443289,December 4 1987
Geralyn,Hang,Almond,192291904,February 24 1951,12127 Svoboda Road WALLIS Texas 16660,655019378,February 15 1996
Gemma,Giuseppina,Condroski,359481778,August 3 1953,4095 Southeast I-10 Frontage Road  Texas 89721,813823864,October 1 2015
Teodoro,Felice,Schlanger,294162152,June 20 1989,0 Hoff Road (Off Of) BELLVILLE Texas 61186,831155805,April 8 2001
Evelin,Caroyln,Zarillo,840931442,June 18 1996,13540 Turnbow Road   Texas 73843,741569388,May 31 1994
Numbers,Ignacia,Ordona,618099887,December 10 1987,6237 Fm 109 NEW ULM Texas 11480,320180162,January 15 1991
Skye,Houston,Ciubal,458750550,January 12 1991,103 Gay Drive SEALY Texas 39952,406221795,April 8 1985
Olinda,Sherika,Erkela,920477433,April 17 1997,   Texas 44115,912089572,November 2 2006
Angla,Mildred,Wasser,465119618,November 1 1984,0 Buenger Road  Texas 59887,572403197,July 22 2006
Holly,Cherlyn,Kasson,973376512,July 3 1967,0 Remmert Road BELLVILLE Texas 11737,718477516,June 28 2014
Dann,Yee,Gostomski,137984049,September 17 1974,11401 Schaffner Road  Texas 47013,499734346,December 1 1987
Joel,Lashanda,Ommen,180914220,October 24 1982,   Texas 17042,758568782,December 23 1997
Kendall,Iluminada,Wickard,657548237,September 29 1972,1152 Track Road West NEW ULM Texas 13278,496243001,July 28 1999
Omega,Kit,Michniak,256475335,February 23 1953,0 Galle Lane NEW ULM Texas 84946,914212432,June 11 1992
Tesha,Alishia,Glab,777159349,February 7 1976,2828 Sealy Road   Texas 45006,410816654,July 23 1993
Jasper,Norene,Smethers,762642624,February 8 1985,2046 Oil Field Road  Texas 95721,469955539,January 21 1998
Barbra,Davida,Sumrow,579763524,February 23 1969,15172 Yellow Rose Road BRENHAM Texas 87327,567972224,March 12 2000
Lavon,Marcel,Dowey,647119858,September 2 1955,247 Belle Street SEALY Texas 42309,968950492,June 28 2008
Tori,Hyacinth,Bertha,939138857,December 29 1967,   Texas 63352,830970281,December 19 2015
Royal,Emmitt,Linahan,619225601,July 11 1950,5007 Mieth Road South SEALY Texas 23892,709126487,September 24 2006
Aracely,Marcel,Kagey,755732819,December 18 1994,26396 Bernard Road NEW ULM Texas 35240,641346743,March 19 2002
Samantha,Cruz,Riedman,590975998,October 30 1952,103 Machemehl Drive BELLVILLE Texas 52523,458126626,August 13 2000
Ileana,My,Elizarraras,669628361,November 22 1997,7437 Fm 2187 SEALY Texas 68811,307963496,April 20 1993
Spencer,Mertie,Siskind,291190120,September 20 1950,8563 Moravian Drive SEALY Texas 20588,522263204,July 14 1998
Billy,Arlyne,Meaux,638344144,August 4 1970,2464 Sowa Road SEALY Texas 58460,113817487,January 26 2010
Wendolyn,Helena,Brewbaker,260694871,July 12 1950,6320 Tuttle Lane SEALY Texas 18814,192396917,February 7 2007
Anisa,Mauro,Cheroki,711186999,September 16 1969,0 Zetter Road  Texas 83129,829664750,August 18 2004
Chia,Karri,Anzaldua,260269022,February 1 1951,0 Fm 1457  Texas 19822,947360345,May 9 2009
Oleta,Judith,Cossa,202004814,May 6 1957,1592 Willow Road WALLIS Texas 28991,899013808,January 4 2013
Kyra,Thalia,Spikes,702578045,September 21 1960,3344 Highway 36 North BELLVILLE  Texas 32941,898421961,December 9 1992
Debi,Season,Hover,411657119,August 27 1955,5960 Waak Road BELLVILLE Texas 68047,716662887,November 27 2008
Leena,Glendora,Stufflebean,735577526,April 3 1997,100 Machemehl Drive BELLVILLE Texas 76640,242356641,October 3 2016
Maureen,Suzi,Romag,644489848,August 20 1974,7801 Fm 2187 SEALY Texas 50875,513578357,August 5 1987
Drucilla,Christeen,Delongis,211708910,February 21 1991,1304 Quail Hollow SEALY Texas 54725,777926401,September 15 2002
Donnetta,Katherin,Feldpausch,899667408,June 18 1992,   Texas 13732,983851945,May 2 1993
Joyce,Elyse,Nicholsen,127116503,October 6 1962,0 Kuykendall Road  Texas 18187,363891774,January 21 2006
Gertude,Dawna,Rixie,259414272,February 20 1985,3106 Sagebrush Lane SEALY Texas 36490,317486568,August 16 2004
Kraig,Steven,Moerbe,183960288,January 15 1956,912 East 2nd Street BELLVILLE Texas 42596,424914349,January 21 2007
Cruz,Venetta,Hilburn,589022381,September 3 1997,533 Acres Lane SEALY Texas 55820,707037009,March 7 1996
Marianna,Floyd,Sonkin,640999102,August 11 1981,4662 Northeast I-10 Frontage Road SEALY Texas 90178,474664215,December 12 1985
Ute,Melida,Rang,265800921,July 4 1959,   Texas 63513,271299538,April 30 2004
Minna,Mozell,Muro,870729464,October 22 1956,1960 Fm 529 BELLVILLLE Texas 19815,638830629,March 4 1997
Monroe,Candis,Sawchuk,259827038,December 3 1995,10505 Highway 36 South WALLIS Texas 79963,328371352,March 4 2002
Nicolas,Ressie,Ahlberg,631675815,August 3 1972,0 Taylor Street NEW ULM Texas 98227,951213470,September 13 2001
Antionette,Chandra,Foslien,753187835,November 30 1992,7358 Stokes Road BELLVILLE Texas 98206,469991107,October 28 2009
Sabra,Izola,Shuemaker,411569000,July 31 1970,0 Raccoon Bend Road  Texas 22340,926243060,January 12 1991
Lorenza,Cheryl,Rams,547105074,May 10 1993,0 Fm 1456 BELLVILLE Texas 41269,954064393,March 31 1999
Lanny,Regan,Egidio,569187443,April 17 1985,0 Fm 1458 SAN FELIPE Texas 99614,604672339,May 21 2010
Hortencia,Kyoko,Giuliano,419567201,June 9 1951,8571 Cottonwood Street  Texas 90276,281055709,January 8 1996
Elvis,Britteny,Erholm,241071817,December 3 1979,153 Third Street  Texas 17881,135280653,November 5 1998
Shirley,Alberta,Helowicz,747454755,January 29 1975,13186 Schmoeller Sens Road SEALY Texas 99127,439303635,February 17 1988
Tamatha,Danuta,Archdale,824103647,September 19 1965,1447 Sempronius Road CHAPPELL HILL Texas 94477,814632784,August 20 1985
Tracie,Tressa,Carrabine,245170286,December 23 1989,0 Lisa Mae Road  Texas 13737,554545655,August 14 2001
Ressie,Keshia,Balezentis,659437046,July 19 1969,0 Walnut Street NEW ULM Texas 71342,815598578,February 21 2014
Florencio,Aracely,Alphonse,830946084,June 30 1987,   Texas 35746,218712834,May 15 2011
Christin,Noel,Chastang,439309370,June 1 1994,738 East Mill Street BELLVILLE Texas 95950,710741174,September 30 1989
Jaymie,Kathrine,Clankscales,157710684,April 26 1950,0 Fm 109  Texas 87166,184502255,May 30 1986
Candace,Francesca,Cattell,521083021,November 5 1962,27369 Scooter Lane NEW ULM Texas 89794,342049968,September 24 2015
Betsey,Jacquelyn,Stingley,818998790,July 9 1971,24547 Buechmann Road  Texas 19238,925922202,September 14 2015
Cary,Lexie,Santilli,546180011,September 10 1981,809 South Line Avenue BELLVILLE Texas 36515,717987052,June 4 2004
Marlo,Eveline,Portela,604170482,August 25 1987,10801 Dierking Road BRENHAM Texas 15306,984937194,August 18 1988
Hyun,Cordie,Warsing,132491320,January 23 1966,125 South Harris Street BELLVILLE Texas 10185,982530650,September 23 2005
Tu,Kina,Osterlund,359390105,July 23 1975,2872 Remmert Road  Texas 49289,452955846,May 25 2016
Jong,Leola,Lofgren,192939925,December 29 1954,0 Highway 36 South (Off Of) WALLIS Texas 12789,809871637,September 8 2009
Clarita,Johnetta,Brunskill,350562177,June 14 1968,4949 West Ueckert Road BELLVILLE Texas 32289,799086389,November 27 2009
Katlyn,Sharolyn,Behran,559156570,February 1 1957,10745 Fm 949 CAT SPRING Texas 75288,729622419,October 22 1989
