firstName,middleName,lastName,socialSecurityNumber,dob,street,city,state,zip,hireDate,phoneNumber,contactName,relation,emergencyPhoneNumber
Yajaira,Kyla,Piroso,705085901,August 25 1966,0 Buenger Road,TIPTON,IN,46072,June 23 1985,891519916,Lizette Eckhoff,parent,276959999
Sandie,Melvin,Holtzclaw,101464951,April 1 1997,2132 Trenckmann Road,GROSSE POINTE SHORES,MI,48236,March 21 2013,890465270,Brandy Tigerino,friend,427948771
Diego,Ophelia,Buyck,894298161,December 25 1973,2180 Shupak Road,WEBSTER,WI,54893,August 2 2008,194955097,Ardath Gislason,friend,130597411
Mathilde,Cyril,Salmonson,208174234,May 12 1957,16405 Fm 109,MOSIER,OR,97040,October 26 1991,272027622,Jocelyn Kraeger,friend,758018414
Tona,Sparkle,Heidrick,813878764,September 13 1973,5578 Smith Road,ILIFF,CO,80736,October 21 2014,343135550,Bo Schmid,sibling,531281848
Thaddeus,Madison,Addeo,991213938,October 25 1952,1352 Herrera Lane,NORTH LOGAN,UT,84341,September 25 1987,534176843,Hester Reisenauer,child,789243562
Georgianna,Jenice,Duchon,392442202,December 31 1966,5681 Fm 1456,SOUTH HAMPTON,NY,11969,February 17 2016,299827971,Latasha Voltaire,spouse,652857877
Stanton,Prince,Erke,257530257,July 15 1975,0 Fm 1456,BURLINGHAM,NY,12722,July 18 1999,583743074,Dewayne Mccoubrey,other,753821724
Christiane,Yetta,Bernier,249266488,September 19 1990,0 Meyer Road,TINNIE,NM,88351,March 21 2011,226101686,Chassidy Garrison,friend,299680674
Chong,Margarite,Mcquiddy,797479166,August 3 1971,11467 Zetter Road,VALDOSTA,GA,31603,April 25 2010,253241183,Jonell Walkling,friend,685911492
Hosea,Andres,Perkowski,489077314,November 18 1980,13924 Fm 109,WEST HURLEY,NY,12491,December 18 2000,929850438,Arden Scallon,friend,604847321
Jackqueline,Cheryle,Seiser,205776327,May 4 1964,501 South First Street,PROVIDENCE,IL,61368,December 5 2008,448902324,Kiesha Hyles,spouse,507523208
Akiko,Zoila,Hescock,457691255,September 5 1959, ,ROCKY BRANCH,LA,71241,August 5 2002,101032758,Denis Kruiboesch,friend,411125283
Garret,Russel,Gasiewski,283263671,June 15 1972,0 Svoboda Road,NEW ORLEANS,LA,70118,February 26 2010,997386666,Lisandra Mikelson,friend,267314855
Alison,Julia,Callo,161611656,February 20 1993,0 Mcneil Street,JEFFERSON TOWNSHIP,NJ,7438,September 29 2011,127838417,Tyrell Coache,sibling,432085055
Carlos,Alvera,Ziglar,986713679,January 16 1994,12180 North Fm 331,HEMPHILL,WV,24842,August 7 2013,284246974,Lilli Teece,parent,214290626
Jesusa,Clarice,Pasquale,962696072,November 4 1962,706 Margie Street,SIMI VALLEY,CA,93062,December 30 2011,275555623,Frieda Sault,spouse,539390231
Pamelia,Elli,Mccoil,294284180,September 13 1991,12753 Hahn Road,CLACKAMAS,OR,97089,December 14 2006,623311208,Dede Edington,friend,536511753
Chrystal,Bettyann,Saldibar,530607312,November 5 1988,696 Marek Road,HAZELWOOD,WA,98056,May 12 2013,905510288,Josie Unglesbee,parent,607600149
Ria,Ozell,Beckelheimer,340512176,September 6 1964,2652 Fm 2502,HIBBING,MN,55747,September 25 2011,819295951,Maegan Stamant,spouse,412079636
Cathy,Horacio,Daigh,265159508,December 12 1991,569 Acres Lane,CASTLE CREEK,NY,13744,February 4 2008,461088576,Susanna Warp,parent,530843919
Alexis,Blanche,Gerdiman,318474561,September 24 1974,21068 Fm 1094,MOUNT VICTORIA,MD,20661,March 3 2016,952263816,Debroah Birch,friend,762575493
Jaimee,Enriqueta,Sison,868052309,August 10 1960,0 Fm 949,SHAWNEE MISSION,KS,66204,April 4 1990,320001243,Josie Panameno,other,540411938
Marica,Jenise,Hirkaler,417967822,October 15 1970,1457 South Circle Street,MEMPHIS,TN,38132,November 11 1986,724047820,Steffanie Rubarts,friend,310517184
Norberto,Devona,Asante,539963414,August 27 1954,736 Diamond Drive,COLO SPGS,CO,80946,June 3 2000,823490704,Caterina Bednarczyk,friend,931200230
Carlota,Dani,Fleckles,660723107,December 6 1973,719 Meyer Street,SPRINGFIELD,MO,65814,August 4 2016,526473059,Lee Patchen,extended family,575833560
Kendall,Ngan,Fensel,731593124,November 27 1958, ,STATE FARM INS,OR,97313,April 7 2001,734456154,Lavette Apilado,child,103993316
Pamela,Roberto,Mckeithen,948674654,March 20 1972,1028 Tomlinson Road,LATHAM,KS,67072,November 4 2015,668035941,Roselle Vietor,other,191411498
Chau,Margarett,Fester,374012391,July 21 1973,802 Honeysuckle Court,S BLOOMINGVIL,OH,43152,February 8 1985,436245533,Cindi Welchel,spouse,454175229
Phylicia,Fidel,Hoggard,574467053,March 26 1992, ,GEORGIA,NJ,7728,January 20 2015,689516981,Rosena Sporle,spouse,324929735
Trinh,Sarai,Denjen,828483982,January 25 1983,1611 Newsom Road,SALT LAKE CITY,UT,84115,February 24 2003,874343821,Celsa Genao,other,763448844
Carolina,Santana,Juart,368493329,August 20 1967,2127 Grubbs Road,ROCKY RIDGE,OH,43458,September 1 1995,505606287,Candy Zizzo,friend,199880052
Carolee,Palmira,Anglen,913668406,March 27 1981,0 Andrews Street,LOWELL,MI,49331,May 8 1993,925018412,Charissa Baine,other,155790754
Theron,Genoveva,Angeloff,411005074,February 25 1952,1326 College Street,BENAVIDES,TX,78341,July 12 2009,785748777,Troy Dobbs,spouse,760256910
Mao,Sumiko,Alberro,209591961,December 10 1990,10673 Highway 36 South,HEWLETT BAY PARK,NY,11557,February 18 1998,282247926,Verdell Tetro,friend,661878344
Harriette,Stanford,Veneable,706875197,April 2 1967,7620 Anita Lane,ALTA,IN,47854,May 21 1995,375744986,Heidi Solo,friend,604168555
Dusty,Theodore,Spells,984683510,August 22 1985,0 Norcross Road,SKIPWITH,VA,23968,April 22 1996,519478428,Jennifer Komis,friend,745742897
Tifany,Zackary,Ladieu,263502844,March 11 1951,0 Bernard Road,WATERFORD,MI,48327,September 22 2008,915786714,Jean Caraway,child,665827816
Keila,Isaura,Kalenkoski,912253549,August 26 1980,1701 Hwy90 West,ROCHESTER,NY,14618,August 31 2004,961878986,Greg Holling,extended family,805010026
Tiffaney,Royce,Leer,486650986,August 9 1952,403 Howard Street,EAGLE MOUNTAIN,UT,84043,September 15 1991,520114645,Toccara Galagher,sibling,183190896
Breana,Alexander,Chapin,514607952,April 13 1962,639 West Street,BOUND BRK,NJ,8805,January 26 2000,302201025,Lisette Snowman,friend,881803908
Janyce,Imelda,Pults,995653596,November 30 1962,2784 Sealy Road,WHITE PLAINS,NC,27031,July 9 2013,398846607,Shira Gerathy,child,291045593
Demetrius,Kaci,Carpanini,111110560,December 5 1968,2100 Highway 36 South,W ASHEVILLE,NC,28816,February 25 1999,686914439,Julissa Randles,friend,358674905
Winfred,Nada,Dilena,287819122,June 4 1978,25639 Squirrel Road,TOWER,MN,55790,July 14 2008,660165606,Floy Leinenbach,extended family,303652448
Larita,Herman,Branam,626420653,August 8 1951,0 West Ueckert Road,MILFORD,KY,41061,December 9 1988,665268384,Denita Rise,parent,254652006
Lucius,Toya,Corlew,154820679,April 2 1991,26797 Thyme Lane,KETCHIKAN,AK,99919,August 3 2012,178339514,Abraham Skerl,other,635105390
Lashawna,John,Turnipseed,198260058,November 24 1958,226 South Matthews Street,CO SPGS,CO,80905,November 29 1996,432012601,Kendra Rotondi,friend,246058306
Doris,Marybelle,Buggie,272669434,March 7 1974,812 1st Street,RAYLE,GA,30660,March 4 2008,833270133,Adam Kleinschmidt,other,273326054
Marshall,Glenn,Schee,982773672,October 20 1978, ,HAVERHILL,FL,33409,February 3 1995,252860366,Gracie Demaria,child,678824275
Terrell,Cyndi,Calder,776225654,December 1 1961,0 Aurich Road,UNION,ND,58269,March 24 1997,564676946,Rhea Kindt,parent,509902954
Herschel,Jolynn,Jardine,998135479,October 4 1966,3246 Meyer Road,HAVERHILL,FL,33409,February 6 2003,961959223,Cherelle Toddy,child,900902018
Gay,Alease,Sultani,762254111,June 30 1952,1206 Fisher Road,ROCKHAM,SD,57470,November 7 2014,768784798,Latashia Mader,friend,203631480
Cindy,Burma,Phommajack,842761480,May 26 1985,683 Newsom Road,NEW HAMPTON,NH,3256,March 1 2002,482679872,Zackary Mcgarvey,other,160663547
Dotty,Reta,Fara,288359981,February 15 1983,10899 Highway 159 East,HUNTINGTON,WV,25714,April 22 2003,338620391,Ariel Norum,extended family,652345540
Amanda,Jenna,Danehy,328492403,August 16 1953, ,LITTLE ROCK,AR,72211,July 28 1988,990393847,Octavio Jach,friend,898943891
Cinda,Cecelia,Reibsome,793767903,October 12 1980,124 South Creek Drive,FORBES PARK,CO,81133,July 5 2010,387778089,Delpha Storer,sibling,183127131
Merna,Alfredo,Fago,847520704,January 20 1952,4039 Fm 1094,INDIAN HEAD,PA,15446,June 27 1993,300481610,Carmela Locke,sibling,716181074
Maribel,Nanette,Hurtubise,330286083,May 24 1988,972 Fm 2187,FANWOOD,NJ,7023,March 11 1989,739781443,Ricki Wiechert,sibling,873855056
Eugenie,Hershel,Diak,646705455,August 13 1983,9597 Southeast I-10 Frontage Road,JACKSON,MS,39215,July 3 2013,991926359,Kyle Mines,friend,852870605
Angelo,Shantae,Hanly,174826104,August 26 1971,330 South First Street,PHILA,PA,19144,March 13 1985,934867849,Heidi Fergerstrom,friend,753854001
Treasa,Lauralee,Mcfaul,277235318,December 26 1982,638 Pecan Street,UNION,OH,45322,February 11 1989,230274924,Candida Chais,sibling,660682666
Patty,Manda,Deets,888856826,November 17 1993,1100 Walton Road,HIGHLANDS RANCH,CO,80130,March 8 2008,938023446,Claudie Mednis,extended family,623622933
Eloy,Hue,Magana,470288823,July 15 1993,6577 Old Highway 36 Road,VISTA,MO,64776,July 11 2011,520692469,Brent Inman,parent,415921668
Keila,Williams,Zalazar,183928887,February 2 1980,905 Ives Creek Road,OKOLONA,KY,40219,July 14 1996,897194110,Pamella Momaya,child,194679429
Lorrine,Inger,Blocklinger,220267040,November 17 1981,0 Fm 529,MANHATTAN,NY,10029,October 12 1991,537946359,Erica Bulle,child,687806159
Casandra,Fredrick,Cimo,858121214,November 29 1970,220 North 5th Street,SIEBOLDT,KS,67119,December 7 1999,530534956,Lourdes Kornbau,child,802820644
Myron,Debroah,Secora,832135548,February 28 1980,415 Sikes Road,FREDONIA,TX,76842,January 18 1993,454510220,Ross Schermann,other,396021789
Hang,Cristine,Walther,946577108,February 24 1961,8863 Fm 2187,ORIENTAL,PA,17045,November 18 2014,234011316,Maximina Swanston,extended family,249869671
Regena,Tyrone,Enman,965149919,June 5 1996,3825 Sundown Drive,SARASOTA,FL,34236,January 16 1985,528098770,Buster Baginski,friend,698295025
Santina,Augustine,Pince,514296580,January 5 1959,9364 Fm 1458,SANDY SPRINGS,GA,30358,August 23 2012,424240004,Felicia Zollner,sibling,199489413
Majorie,Thresa,Darocha,124427844,July 10 1952,6710 Woods Lane,S LAKE TAHOE,CA,96152,June 19 2004,346787390,Pinkie Orabuena,extended family,435931596
Thalia,Ilda,Kovacevic,643554669,June 17 1963,0 South San Antonio Street,RALEIGH,NC,27622,March 27 2002,330714798,Mohamed Flieller,extended family,797078230
Marcellus,Petronila,Goolsby,268082800,November 8 1981,3574 Track Road,LAWRENCEVILLE,IN,47041,September 23 1994,942829537,Laverne Innis,friend,828382229
Katheryn,Noah,Venturi,187676674,February 16 1973, ,BUSINESS REPLY FIRM ZIP,OH,43682,December 24 1991,751979559,Tammi Dietrick,parent,618227198
Cordell,Yolande,Pegoda,400502079,December 13 1974,0 Fm 109,ROCKVILLE CENTRE,NY,11571,October 1 2005,528194024,Joselyn Shirah,friend,965395208
Arline,Lyle,Willars,481819140,July 7 1989,0 Beckendorff Road,WARDEN,LA,71232,August 3 2003,103323921,Iva Brentano,spouse,726767840
Kimberli,Jacquetta,Encinias,362322959,July 21 1992,0 Beverly Lane,PAHRUMP,NV,89061,October 12 1992,726971369,Suzann Gambrill,sibling,564085603
Ivey,Leta,Luyando,997707687,June 15 1977,555 Piney Creek Road,HILMAR,CA,95324,September 6 2009,831543273,Mira Tesmer,other,555060429
Heidy,Latrina,Pitcak,241159870,April 14 1955,3371 Mixville Road,MBORO,TN,37128,November 2 1988,456851100,Sherri Buenrostro,spouse,578626204
Clarisa,Zola,Shemper,779242309,December 25 1994,6532 Warmke Road,HARLEM,PA,19504,August 22 1998,313526375,Karmen Slay,other,104791890
Kerstin,Johnnie,Gomez,361528609,October 31 1962,0 Schulens Road (Off Of),ALTA LOMA,TX,77510,March 2 1995,866994304,Kathrin Furey,spouse,611015821
Lacy,Elna,Schwartz,999203097,March 20 1987,0 Jefferson Street,WINSTON-SALEM,NC,27150,August 26 2007,809149874,Chrystal Kanne,parent,416032594
Wanda,Love,Stankiewicz,750998142,February 10 1986,3413 Old Highway 36 Road,WEST PETERBOROUGH,NH,3468,November 10 2002,169401195,Ira Sarti,friend,434712033
Tajuana,Cameron,Galimore,582118847,September 24 1994,0 Mixville Road (Off Of),ST PETERSBURG,FL,33784,February 27 1991,610344982,Marci Bartgis,extended family,311442698
Adolfo,Leanna,Casseday,466617399,March 29 1992, ,RACINE,WV,25165,August 17 2011,600319420,Joan Schlotzhauer,friend,219474348
Denisse,Rebbecca,Lichty,166280761,December 23 1964,8454 Loop Road,BEL RIDGE,MO,63121,April 14 2007,133369367,Sommer Linde,other,798061595
Rosario,Linsey,Sheck,531288652,July 26 1968,7119 Janicek Street,COLCHESTER,CT,6415,March 25 2014,235814112,Lani Romkema,extended family,219630027
Wilfredo,Cathern,Rillera,448911457,October 1 1994, ,EHRHARDT,SC,29081,November 29 2006,692320382,Merlyn Fierman,friend,893731163
Katharina,Lorita,Venske,515102891,July 25 1969,25619 Bernard Road,JONESBORO,TN,37659,August 17 1989,328219422,Eugenia Gutenson,friend,141669316
Chastity,Adrian,Hudgeons,216094809,June 18 1987,6315 Southeast I-10 Frontage Road,FLINGSVILLE,KY,41030,May 16 2009,581749477,Hunter Gilham,sibling,442511509
Valerie,Tamar,Bolebruch,578768653,August 24 1950,12645 Svoboda Road,GASCONADE,MO,65061,July 15 2011,568144114,Marin Jankoski,child,946556696
Willow,Lucrecia,Dudley,395127044,September 23 1995,4087 Wiecker Road,SACRAMENTO,CA,94250,November 17 1990,183809995,Chad Tryner,other,632994318
Fermina,Marta,Matarese,813140255,November 18 1975,6302 Bowers Street,MIDDLEBURY,IN,46540,July 8 2010,348782785,Leandro Stgelais,parent,821803106
Richelle,Elinore,Pascanik,346797610,April 16 1973,0 Fm1093,PINEWOOD,TX,75602,January 30 1988,810553685,Fransisca Esbrandt,child,335695038
Pamala,Betsy,Szymonik,984412461,January 12 1979,3495 Tejas Lane,JOPLIN,MO,64804,November 20 2010,877694066,Alva Sheumaker,friend,506014874
Bella,Dara,Jessick,502519202,February 23 1956,837 Fowlkes Street,CONE,TX,79357,January 26 2012,640586161,Shelton Hovermale,parent,617134373
Sid,Gaynelle,Vertz,763656950,April 19 1974,2224 Klopsteck Road,LOUISVILLE,KY,40203,May 14 2001,456593593,Lavona Canetta,friend,590586248
Gene,Jackeline,Okihara,733405333,September 24 1954,10827 Highway 36,CLEVELAND,OH,44149,August 10 1998,818037221,Jack Judge,child,466166298
Oscar,Vince,Sileo,152834676,September 7 1961,0 Blezinger Road,BELFAST,ME,4915,March 16 1991,116154405,Janey Bichler,other,809141961
Cheryl,Kia,Ketcher,850987625,January 23 1963,7593 West Palm Road,STEAMBOAT SPR,CO,80488,January 20 2010,743372284,Dewitt Owers,other,515875006
Nancee,Bradford,Brion,848963980,January 2 1994,1158 Oil Field Road,ERA,TX,76238,July 27 2004,432830103,Arlean Keirnan,friend,953407991
Karmen,Alphonso,Louise,591354452,June 1 1988,1023 North Granville Street,ARMSTRONG MLS,OH,43933,February 14 2004,403582307,Lester Digiuseppe,extended family,756184385
Coreen,Lorene,Melara,531433808,June 20 1960,11597 Mlcak Road,ANNVILLE,PA,17003,December 17 1989,474273517,Petrina Kirschenmann,parent,195975664
Lila,Mitsuko,Desousa,733596673,May 24 1974,525 North Fowlkes Street,HUTTIG,AR,71747,February 11 2004,703289269,Corine Fontenot,friend,988377395
Jeanelle,Luanne,Steuer,143137473,December 27 1966,4264 West Ueckert Road,UNION FIDELITY BUSI REPLY,PA,19048,August 27 1999,673410847,Lloyd Michon,friend,225944528
Inell,Marianne,Swartz,480524197,December 1 1966,0 Schoenau Road,PAOLI,IN,47454,August 19 2005,768783399,Roscoe Koe,sibling,364121281
Howard,Valene,Dayhoff,528716110,July 3 1952,0 Northwest I-10 Frontage Road (Of,ALBA,MI,49611,October 9 1991,246479508,Shiloh Andruszkiewic,friend,606141589
Tyler,Julissa,Denos,164060193,January 5 1981,555 Cardinal Lane,AMERICAN FALLS,ID,83211,December 24 2007,590390389,Kacey Fidler,child,505390576
Johnie,Ivan,Spanos,518230029,May 30 1977,2444 Settlers Way Drive,CHARLESTON,SC,29407,January 27 1985,273617750,Alida Bottone,parent,882411963
Lawerence,Damien,Assaf,182363554,May 4 1982,114 Lazy Lane,COBDEN,IL,62920,January 22 1990,242217550,Lakia Feltes,sibling,105858445
Cathi,Jayme,Mehall,413447480,March 16 1993,525 Park Lane,EAST LYNN,IL,60932,November 17 1998,901611139,Zaida Wary,friend,731691079
Jenette,Tula,Lecrone,481841266,September 13 1972, ,DIMMICK,IL,61301,November 1 1993,405545230,Jama Kuchta,child,142818304
Lavette,Mac,Oehl,869015952,February 11 1964,2679 Highway 159 West,EAST LONGMEADOW,MA,1116,December 17 2015,305301676,Chuck Fludd,friend,839971676
Lenna,Arnita,Desort,439499707,May 13 1968,0 North Curry @ Main Street,DROOP,WV,24946,January 9 1985,117154723,Kenyatta Rozzelle,parent,766360273
Philomena,Berry,Gatchell,420362313,January 20 1996,0 Fm3013,CHRISMAN,IL,61924,June 20 2002,428529560,Phylis Gayheart,sibling,791074979
Sari,Eun,Trumbo,702690732,October 5 1957,766 Eckermann Road,CASEY,IL,62420,February 5 1987,846890630,Davida Pitt,sibling,700165535
Tuyet,William,Wasp,713493757,April 15 1996,105 South Creek Drive,ALPINE,WY,83128,November 12 1999,487326590,Sadye Bresser,child,507971480
Carin,Inocencia,Canfield,700817977,March 19 1994,16316 Fm 109,MONUMENT VLY,UT,84536,April 27 2004,370857285,Alice Hodsdon,sibling,567632228
Gerard,Chery,Guynn,244116095,January 30 1957,8858 Fm 1371,MONROE,WA,98272,December 12 1993,850870386,Jean Riihimaki,sibling,179353319
Sherita,Tenisha,Maleszka,251999410,May 12 1960, ,SIMPLICITY PATTERN,MI,49121,May 4 2009,674897972,Karima Graham,friend,815785711
Rosendo,Michele,Garib,130764045,November 12 1953,733 Witte Road,CLEARWATER,FL,33769,June 20 1987,861334021,Deloise Tingle,extended family,882756815
Britt,Tashia,Pascoal,565491675,December 11 1981,6329 Southeast I-10 Frontage Road,WHITEVILLE,TN,38075,November 25 2009,785387622,Latosha Yanofsky,child,126166293
Selina,Patti,Rinderle,880999905,March 22 1976,344 South Front,FLORIDA INTERNATIONAL UNIV,FL,33199,August 2 1995,427559037,Cedrick Valadez,spouse,662728245
Yasuko,Gary,Haslinger,954764848,September 11 1993,1463 Graham Road,ST PAUL,OR,97137,November 27 2015,154813856,Joya Schaneman,parent,691181787
Hollis,Leah,Sponholz,974170280,June 11 1985,121 Lola Lane,LITCHFIELD,CT,6750,December 22 1987,943210903,Rosy Garigliano,parent,267712158
Jolene,Hugo,Lehane,466803548,August 22 1989,2897 Johnston Road,WHITACRE,VA,22625,August 2 2016,212987109,Deloise Ishizu,extended family,371745343
Rona,Edgardo,Field,177642514,June 8 1971,718 Barbara Street,NASH,ND,58237,October 14 2008,874950435,Phyllis Engleson,friend,895351559
Tamatha,Georgianne,Essaff,239273796,March 29 1971,223 Railroad Street West,N SANDWICH,NH,3259,January 6 1996,751812538,Cory Mclaughin,parent,698820200
Han,Courtney,Karlovich,745734637,January 21 1956,3704 Fm 2187,AUSTIN,TX,78730,September 1 1988,925818733,Somer Fleagle,child,443993293
Jami,Milly,Place,480838723,March 22 1979,0 Wendt Road,EAST THOMPSON,CT,6277,February 2 2008,824109338,Marjory Soop,extended family,110123264
Joannie,Laraine,Tarsis,267507283,May 13 1974,587 Cardinal Lane,CLEVELAND,OH,44138,January 20 1996,262567794,Marty Lento,parent,743096017
Mardell,Cletus,Rylands,541777779,September 29 1977,0 Fm 3013 (Off Of),WHEATLAND,NY,14546,May 28 1998,272656258,Colene Alderete,child,732000433
Cordelia,William,Linch,137940456,February 19 1966,0 Fm 529,MC NAUGHTON,WI,54543,May 28 2000,660593853,Fritz Wilmoth,child,110087244
Eryn,Selma,Plocek,586242517,July 11 1957,427 Hardeman Street,PARIS,TX,75461,December 6 1994,443085098,Marcella Piskura,friend,394616664
Brittani,Adeline,Troth,319448703,July 9 1991,501 South First Street,WILLIAMSVILLE,MO,63967,August 30 2007,647403118,Ardis Dearmon,spouse,202593161
Ida,Deja,Huhman,876489782,April 30 1993,319 Pecan Grove Road,DELTONA,FL,32725,November 13 2008,187991099,Jacquelyne Delafuente,friend,661278435
Krysta,Kip,Contois,140807650,March 11 1954,0 Grubbs Road,LULA,GA,30554,November 11 2002,144553547,Bruna Eisley,friend,247886864
Neville,Margret,Neuner,439224434,November 14 1951,234 East Obryant Street,FULSHEAR,TX,77441,April 27 2006,715165991,Malinda Seastrand,other,826038641
Clemmie,Skye,Pizzola,887924968,February 15 1960,215 Andrews Street,STRUCTURE,TX,78621,September 24 1986,221605387,Rosenda Mozier,parent,904328348
Laquanda,Eldora,Wardlaw,559155663,January 9 1958,14651 Sycamore Road,NORWOOD YOUNG AMERICA,MN,55554,May 24 2000,431613146,Cheree Li,extended family,789775384
Sid,Marla,Degasparre,475976467,May 4 1994,6178 Fm 2754,OKLAHOMA CITY,OK,73165,August 30 1997,385043819,Arcelia Ogawa,other,859393792
Raymon,Marina,Michalak,662853333,August 18 1973,733 7th Street,HOLLY HILLS,IN,47802,February 18 2012,859338153,Sona Deegan,spouse,326674911
Cindie,Gena,Plotkin,441670106,January 20 1989,8682 Schroeder Drive,KETCHIKAN,AK,99903,August 7 1999,355120946,Mickey Nachazel,spouse,185947396
Frederica,Gay,Pryer,843255132,October 16 1991,1441 Tauber Lane,DOLGEVILLE,NY,13329,April 27 1992,557121988,Rosaria Galbraith,spouse,149409151
Bettye,Krystin,Bekins,155160201,September 7 1957,5964 Railroad Street,MCARTHUR,CA,96056,July 9 2000,207240457,Tawny Hidde,extended family,451463252
Krishna,Dong,Frese,981426772,April 23 1958,340 Quail Bend,JONESBORO,OR,97911,July 10 2014,343817175,Mitchell Caddell,spouse,932146675
Gricelda,Lien,Thyberg,356711472,September 13 1969,8701 Southeast I-10 Frontage Road,GREENWICH,CT,6832,July 13 2006,818463580,Royal Sahli,child,316167148
Libby,Svetlana,Martorell,645562370,June 19 1962, ,WHITEWATER,MT,59544,October 12 1991,838335348,Beverly Sommons,extended family,651669044
Tashina,Stasia,Kluver,767846316,June 7 1988,0 Ward Bend Road,LUCAS,KY,42156,May 29 1996,808965996,Tosha Gryder,sibling,826180557
Harriet,Tiana,Forrer,259310811,June 5 1989, ,MINN,MN,55440,January 27 1999,975529633,Jere Burwick,extended family,915024467
Marlyn,Cherilyn,Swink,590575129,February 28 1962,2556 Kiemsteadt Road,FPO,AP,96677,July 21 2012,371280140,Rosetta Dill,extended family,940795726
Alica,Iesha,Salaz,802347569,August 16 1997,5531 Fm 1094,ESTCOURT STATION,ME,4741,December 23 1999,827670814,Charlie Keough,friend,600010433
Madonna,Roma,Seward,282520396,June 24 1982,0 Blue Hole Road,OMAHA NATL BANK,NE,68181,April 28 2011,853810237,Jenelle Vesper,parent,761509993
Tanja,Mendy,Gullatte,829135146,February 11 1970,225 Briarwood Drive,CHERRYFIELD,ME,4622,February 4 1987,221156419,Darlene Range,sibling,795951621
Lou,Filiberto,Moretti,307353782,July 18 1983,713 East Obryant Street,FLOWOOD,MS,39232,November 28 2009,999741055,Jimmie Satterley,friend,110356506
Corrin,Ivory,Freker,708926339,March 15 1986,636 West Fisher Street,MOUNT GILEAD,NC,27306,May 28 1998,836407588,Kyla Jenkens,parent,886278598
Ashanti,Adrianna,Gogan,896956793,July 19 1973,0 Highway 159w,PAINT ROCK,NC,28743,December 28 2014,426843799,Ginger Beaudreau,parent,540782102
Tashia,Nancee,Larence,816591159,September 10 1972,721 South Holland Street,TURKEY CITY,PA,16058,February 9 2002,375457424,Berenice Vaclavik,child,211805655
Dulce,Demetra,Bumgardner,698019107,November 6 1972,0 Schumann Road,BERNE,NY,12023,May 27 2004,780023050,Wendy Kassabian,sibling,333673170
Octavio,Abel,Stepro,653564442,March 17 1990, ,VERA,IL,62080,May 6 1989,372323334,Marnie Minster,friend,130777660
Kendra,Phylis,Yanagi,196264122,August 16 1952,6119 Dubose Street,PITTSBURGH,PA,15262,February 1 1987,857389052,Robert Limes,parent,910386563
Brittanie,Marcell,Kaywood,888319436,November 27 1974,0 Columbus Road,BURTONVILLE,KY,41189,August 27 1989,962616712,Jonna Mollica,sibling,796070055
Angelic,Arthur,Cradler,536942032,February 28 1997,0 Shunka Road,SANTA MARIA,CA,93457,September 30 2001,336264801,Carlita Kroeker,friend,883511237
Dale,Yang,Bartosik,161921718,November 13 1957, ,BROADWATER,NE,69125,May 20 2012,863658066,Margaret Schnarr,child,184682913
Alfonso,Vanna,Corning,272393928,August 6 1978,0 North Granville Street,VERNONIA,OR,97064,June 6 1998,840364118,Cyndy Kostis,friend,812713599
Joseph,Stacia,Carnell,265486064,August 16 1954, ,NEW PARIS,IN,46553,July 16 2007,598241876,Julee Kaneshiro,friend,784109062
Tarsha,Mckenzie,Dills,234041975,April 24 1997,7758 Bleiblerville Road,ONE FINANCIAL PLAZA,FL,33394,July 23 1994,749364652,Clifton Kamps,child,158985169
Ngan,Janette,Turvaville,820268960,October 22 1981,0 Mixville Road,MAPLEWOOD,WI,54226,July 28 2003,413689205,Rebecka Sipho,parent,794451517
Margart,Elease,Anding,725714213,February 7 1969,4215 Kuykendall Road,CUMNOCK,NC,27237,March 16 2008,661641155,Jeanie Buhrman,parent,755937280
Divina,Zelma,Cowman,858635410,May 26 1963,11411 Eben Road,CASTLEFORD,ID,83321,December 24 2008,653420750,Jolene Adamitis,friend,585431930
Julius,Orpha,Koogle,882317622,May 15 1970,122 South Harris Street,PALMVIEW,TX,78572,August 30 2007,357852586,Eilene Isgro,spouse,884928054
Gabriele,Bell,Turnbull,344638302,September 6 1969,2146 Highway 90 West,ELMDALE,MN,56314,September 22 1989,467408829,Chung Staino,friend,130719017
Elliot,Lashaun,Feyh,508020712,May 21 1978,8608 Bermuda Street,SANTA ROSA,CA,95403,May 30 2015,553661039,Sidney Shackett,parent,243660477
Ricarda,Wilber,Speith,689270597,December 27 1960,0 Orange Hill Road,CUNNINGHAM,KY,42035,August 13 2012,647883153,Jewel Mcquiston,child,966303201
Allie,Regenia,Zrake,962719202,November 12 1975,1005 East 1st Street,SIDDONSBURG,PA,17019,April 22 2002,673807139,Jackeline Albertson,sibling,800784201
Richie,Trudi,Hillseth,308867382,November 3 1969,323 Fowlkes Street,SAINT LOUIS,OR,97026,December 14 2001,330876203,Michell Cobarrubias,friend,408875462
Von,Kirstie,Deltoro,777001450,February 28 1964,624 South Bell Street,ROCHESTER,NY,14615,January 11 2001,875222212,Bernadette Moeder,friend,395741383
Thomasena,Gino,Holmgren,370350921,July 29 1961,136 Lola Lane,MOORE,OK,73165,June 29 2007,756835067,Vania Gibbins,spouse,859199701
Talia,Sheldon,Weicht,952404187,July 18 1975,0 West Ueckert Road (Off Of),GRAHAM,MS,38824,July 3 2016,415400928,Karole Herridge,parent,960823729
