firstName,middleName,lastName,socialSecurityNumber,dateOfBirth,postalAddress,phoneNumber,hireDate
Dahlia,Karl,Getchius,513122696,June 20 1954,305 Meyer Street SEALY Texas 46432,681050100,December 26 2002
Catrina,Shad,Ready,592028228,July 22 1965,0 Zettel Road (Off Of)  Texas 36951,400648668,April 25 2006
Cassy,Ranee,Kucek,387688432,January 22 1955,313 Hill Street SEALY Texas 50799,969099893,August 2 1992
Reva,Solange,Donten,386122878,August 21 1967,1895 Travis Road BELLVILLE Texas 48315,381493036,August 23 1988
Anneliese,Efren,Calvery,909943207,September 27 1967,   Texas 53116,503741344,November 26 1991
Cherish,Dawn,Lukacs,640032228,February 26 1976,1224 Aschenbeck Road NEW ULM Texas 83370,260606736,September 7 1996
Connie,Simone,Mellinger,487716664,October 16 1963,215 South 6th Street WALLIS Texas 91648,349036986,December 12 2007
Raymond,Aurelia,Kronberger,810515579,November 9 1979,0 Coufal Road WALLIS Texas 61336,173456406,December 5 1994
Danette,Lester,Widrig,911960978,July 1 1991,2533 Star Hill Road NEW ULM Texas 65449,724345926,November 28 1994
Larry,Lorri,Deidrick,564573640,June 3 1985,18354 Deerview Lane   Texas 53666,132150418,June 2 2014
Deane,Dori,Ching,889287150,September 6 1997,0 Knolle Street INDUSTRY Texas 93157,537737246,January 8 1994
Jacalyn,Major,Boldery,589145207,January 21 1953,0 Frantz  Road  Texas 80999,996227832,February 25 1998
Nelia,Stefany,Feder,648123027,August 25 1994,7679 Ernst Parkway INDUSTRY Texas 33503,596340292,November 20 1997
Antoinette,Floria,Grotzinger,114058499,July 9 1955,0 Peters-San Felipe Road  Texas 95912,168807092,November 21 2002
Candie,Harrison,Goya,386654104,September 1 1992,7017 Mikes Street WALLIS Texas 57268,651219415,April 5 2015
Lucila,Lana,Ream,354380905,January 10 1970,0 Gresham Street WALLIS Texas 53862,568008679,June 11 1989
Verline,Leonora,Kuzara,837683825,June 28 1987,0 Chew Road SEALY Texas 15866,398816150,May 17 2002
Janay,Lissa,Breitmeyer,607963543,March 18 1962,217 Duerr Drive BELLVILLE Texas 50712,148028113,December 7 2003
Ollie,Armando,Wiesen,248705217,January 27 1975,0 Schwanbeck Road CAT SPRING Texas 85519,299693967,October 22 2008
Marilyn,Veronika,Wixted,668765301,May 16 1990,0 San Bernard River (Acce  Texas 72485,990248599,April 17 2004
Valrie,Nydia,Charlette,942644077,May 4 1982,2291 Lynn Road  Texas 52870,393425288,September 9 2011
Dot,Bobby,Galleno,182265570,June 10 1972,803 Columbus Road SEALY Texas 36847,631742188,January 18 1992
Jessika,Krysta,Palovick,930933758,July 10 1979,3125 Mace Lane SEALY Texas 76872,120842095,September 2 2011
Sharell,Margarite,Gularte,801424312,May 23 1965,2207 Fm 109 NEW ULM Texas 17162,667995401,December 8 1985
Marsha,Nakesha,Newberry,483020630,May 13 1987,0 Lake Road  Texas 58685,101078820,April 14 1985
Spencer,Darline,Luttman,930397106,May 2 1962,0 Bartlett Road SEALY Texas 47512,847480588,May 4 1996
Allen,Martin,Konty,319472203,May 26 1978,0 Blakely Road WALLIS Texas 91081,520109724,April 17 2008
Zachery,Raye,Wilkoff,728426146,February 7 1958,3942 Chew Road SEALY Texas 90201,648733713,March 21 2006
Alona,Demetria,Zeman,736147517,January 29 1951,0 Fm 1458 SEALY Texas 18131,643747091,August 9 2000
Claud,Ginny,Lisenby,502555655,February 25 1960,   Texas 28082,794038084,March 4 2008
Roma,Elia,Ruschmann,198163209,January 14 1954,0 Brooks Road  Texas 65751,774934668,September 27 2001
Jan,Thomasina,Ottenwess,339300597,September 29 1980,216 Willow SEALY Texas 20384,847983435,November 3 1998
Nickolas,Catarina,Dicecco,670603671,November 3 1957,7304 Highway 60 WALLIS Texas 61449,490944437,October 11 2010
Arlyne,Maurita,Benusa,911055425,March 12 1993,0 Newberg Road CAT SPRING Texas 68129,581591025,May 3 1991
Myra,Rocky,Macchiaroli,901226070,February 19 1978,12079 Emshoff Road BRENHAM Texas 84472,558751353,October 14 2013
Emilie,Venice,Stoud,671481085,June 22 1991,0 South Fm 331 BELLVILLE Texas 70003,953072985,September 29 1999
Diedre,Shana,Hummert,404131630,May 28 1956,408 Jones Street INDUSTRY Texas 73736,879096554,May 23 1993
Henry,Sammy,Sothen,208650486,November 10 1974,0 Buenger Road  Texas 40591,581525857,January 25 2001
Allan,Alaine,Limburg,245033586,November 1 1956,   Texas 73504,523917681,November 19 2000
Florentina,Britni,Altiery,418356944,July 25 1974,0 Mill Creek Road BELLVILLE Texas 55029,129022843,April 14 2007
Chery,Earnestine,Schauman,223056613,March 15 1992,0 Off Viereck Road  Texas 95077,634976289,October 5 2009
Arron,Thomasine,Poll,260370190,September 20 1982,2729 Settlers Way Drive SEALY Texas 69678,185938349,August 8 2016
Daniell,Myles,Pasquin,222846409,March 31 1975,2839 Highway 36 SEALY Texas 15579,450384996,April 15 2011
Fe,Monika,Feliberty,964924800,November 27 1955,15474 Fm 1458  Texas 30586,792368416,January 9 1996
Sheilah,Corie,Deglow,558234376,October 12 1992,   Texas 32671,631757154,February 1 1989
Mabelle,Miles,Bantillan,517396716,April 24 1956,9502 Highway 36 North BELLVILLE Texas 46138,560845831,July 20 2003
Joel,Frieda,Rougier,496058903,January 16 1974,637 Antonio Martinez Street  Texas 51372,818982292,April 24 1998
Irwin,Wanda,Sepvlieda,197703429,August 4 1985,796 Kenney Hall Road KENNEY Texas 18948,770021320,April 6 1997
Beula,Sanora,Manzanares,779451417,February 17 1972,8393 Bermuda Street INDUSTRY Texas 37503,837971926,April 18 1993
Dianna,Jolene,Poehlein,123877673,October 30 1991,6937 Harry Street WALLIS Texas 94045,820612111,May 25 2003
Shonta,Sherice,Lan,624592750,September 17 1957,5691 Steck Bottom Road SEALY Texas 42140,404612356,February 5 2000
Ressie,Ouida,Bovian,712627298,July 26 1993,206 Camilla Circle BELLVILLE Texas 15769,520912858,November 23 1998
Cristal,Kristopher,Thumm,946470026,February 27 1986,1851 Ashley Lane SEALY Texas 45253,985777132,October 14 2009
Elza,Tonja,Mourad,844304989,September 5 1954,   Texas 27228,553916107,November 2 1990
Christiane,Adrianna,Everette,147531310,January 18 1978,0 Fm 1456  Texas 20904,805457336,January 23 2003
Rita,Carie,Makhija,906059865,October 10 1951,572 Orchid Lane BELLVILLE Texas 22174,268182397,December 22 2003
Cinthia,Chantell,Koski,140555475,June 6 1991,229 South Holland Street BELLVILLE Texas 54217,385412592,April 6 2007
Gita,Rosalie,Vorwerk,990204582,November 2 1986,8114 Northeast I-10 Frontage Road SEALY Texas 75847,893802949,November 15 1994
Ernest,Paulene,Lewy,352919907,November 5 1982,484 Stalbaum Road  Texas 74359,429467987,May 7 1987
Ping,Emmie,Applewhite,979868135,February 24 1983,1445 Sempronius Road CHAPPELL HILL Texas 35703,369068382,February 11 1995
Benton,Farah,Keefauver,895342330,April 14 1958,2017 Royal Court BELLVILLE Texas 12083,847607997,December 9 1985
Jennell,Lashon,Phoeuk,250369548,January 4 1974,15365 Hartman Lane CAT SPRING Texas 54442,645937805,May 13 1985
Savanna,Rich,Gwillim,962864456,November 12 1996,0 Schmidt Road & Harrison R SEALY Texas 23458,548960912,October 10 2016
Tora,Alexander,Kutil,721676435,March 4 1981,117 Lola Lane BELLVILLE Texas 81902,338429293,May 29 2009
Marty,Waltraud,Elworthy,450290992,March 10 1996,0 Fowlkes Street SEALY Texas 58341,444927601,February 5 1985
Cecila,Lorie,Herbick,788733080,October 5 1967,226 Village Drive   Texas 22074,770140216,December 12 1996
Florence,Rob,Kommer,306642256,January 30 1965,128 Machala Road SEALY Texas 47290,708074317,March 2 2013
Yasuko,Jene,Karsten,835967380,January 12 1983,0 Campo Santo Street  Texas 30575,439965904,December 8 1990
Awilda,Elsie,Shadwell,263755553,June 29 1969,641 Briar Ridge Drive  Texas 40025,546656461,June 3 2014
Freda,Marshall,Berlacher,968215238,April 8 1954,692 Koy Road BELLVILLE Texas 32855,350608178,January 28 1986
Roberto,Brice,Stricklind,260496674,October 31 1992,426 5th Street SEALY Texas 62521,126133255,July 14 1997
Candyce,Lorita,Lashua,600624402,May 8 1953,   Texas 96418,566736182,March 15 1993
Danita,Ngoc,Sirolli,145828287,February 22 1994,811 Fowlkes Street SEALY Texas 55352,999820560,January 9 1994
Cassie,Willetta,Ballin,387491506,September 28 1970,2915 Chew Road SEALY Texas 41323,789948860,August 29 2009
Phebe,Barbera,Savoca,798118661,June 13 1994,792 1st Street  Texas 19212,882651528,November 9 1989
Piper,Daria,Tudor,806810552,May 5 1977,11166 Tottenham Road CHAPPELL HILL Texas 82831,249448593,September 7 1999
Charline,Danyel,Beeson,103645588,February 6 1967,0 West Fm 389  Texas 32570,401296469,May 12 1991
Emmanuel,Colette,Mcmeans,180618736,March 10 1983,408 Jones Street INDUSTRY Texas 91702,921214164,February 5 2009
Kasey,Sindy,Serge,120525651,December 30 1960,1009 Schumann Road BELLVILLE Texas 93337,496747722,October 7 2011
Torrie,Glynis,Fusco,307754331,June 20 1962,0 Loop Road  Texas 20275,457288839,January 25 2006
Rod,Dottie,Lobel,933735110,November 25 1986,15567 Hartman Lane CAT SPRING Texas 60069,712703945,July 30 1992
Stefanie,Jamar,Esch,526817857,September 28 1982,   Texas 83072,850597355,November 24 2014
Ozella,Saundra,Athayde,518130080,February 10 1950,5755 Skull Creek Road FAYETTEVILLE Texas 26763,225179020,March 14 1989
Douglas,Pearly,Skrobacki,754064088,June 29 1951,2035 Settlers Court SEALY Texas 46515,491680206,July 13 2004
Thomasine,Chrystal,Insognia,647252836,November 13 1978,0 Off Masonic Street BELLVILLE Texas 38473,110888524,June 14 2011
Ines,Malcolm,Ciancio,549450888,May 14 1950,0 Kuykendall Road BELLVILLE Texas 93988,721277740,March 22 2005
Jacinta,Rodolfo,Cluck,561246921,March 8 1977,0 Scroggins Road WALLIS Texas 46844,598996949,September 25 1993
Aliza,Wyatt,Calcara,129618114,October 2 1967,0 Barbara Street WALLIS Texas 95534,518396374,February 21 1999
Cheryle,Jacques,Alcina,974603716,January 26 1979,4876 Highway 159 East BELLVILLE Texas 96013,742289638,March 31 1997
Shayna,Cathey,Knapick,549342782,September 16 1957,603 West Fisher Street BELLVILLE Texas 79912,126108664,March 19 2016
Karon,Louis,Kinning,218121735,April 8 1970,208 North Hunt Street BELLVILLE Texas 10054,899005315,May 22 1988
Laverna,Barrie,Duesterhaus,122878445,October 12 1986,0 Stokes Road  Texas 34734,937840858,August 13 1989
Hilde,Darci,Krallis,765958946,January 31 1968,4720 Shunka Road NEW ULM Texas 35007,559352621,June 23 2015
Anna,Silas,Corella,918087269,July 14 1981,1484 Post Oak Point Road NEW ULM Texas 95206,793425265,May 28 2006
Carmelo,Bettie,Kiesser,461767599,December 8 1952,   Texas 77408,634750805,October 23 1999
Claretta,Lawanda,Hasegawa,573652293,October 3 1976,5426 Hillboldt Road   Texas 26363,457076341,October 15 2005
Roselia,Reda,Ortman,583577503,November 26 1996,0 Bluebonnet Road  Texas 89779,261381437,February 19 1990
Rachell,Yadira,Kellogg,511839144,May 15 1982,248 Belle Street SEALY Texas 38174,226205826,January 29 1987
Lauren,Madlyn,Sterley,348481506,August 15 1985,3405 Maeckel Road BLEIBLERVILLE Texas 53517,540703377,March 1 1990
Maribeth,Karisa,Silverness,624875584,September 4 1959,12362 Fm 2187 CAT SPRING Texas 78839,300331719,November 27 2000
Shera,Laronda,Crooked,570608970,June 13 1979,   Texas 94713,840842376,July 12 1988
Mercy,Jenee,Dagenhart,835333331,December 25 1957,8037 Loop Road BELLVILLE Texas 92849,190152522,August 29 1990
Darnell,Ivana,Beckfield,531867574,May 7 1961,   Texas 76345,136583224,September 27 1991
Kena,Aundrea,Abuhl,682919029,September 28 1973,0 Elm Street NEW ULM Texas 56803,877234535,March 27 1988
Karri,Marine,Willms,179199360,December 7 1996,253 West Lantana Circle SEALY Texas 35513,449117087,November 25 2011
Alissa,Eleanore,Zumot,389484836,May 14 1979,0 Fm 1457  Texas 94873,920964418,November 6 2011
Andrea,Thomasena,Hawe,116526777,April 13 1960,0 Fm 109 NEW ULM Texas 40723,216468117,April 15 2001
Denyse,Lulu,Hawthorn,848217799,February 23 1958,160 Camilla Circle BELLVILLE Texas 85360,519910522,September 29 2003
Maryalice,Meaghan,Orengo,948241145,October 6 1975,3019 Willow Oak Lane  Texas 17017,643066581,March 4 2008
Abbey,Gaylord,Bostock,573911571,April 19 1962,3164 Fm 2187  Texas 40895,455157435,April 22 1997
Tashia,Elias,Kvam,155279732,December 1 1964,0 Pecan Ridge Lane  Texas 35725,333364625,February 24 2015
Emilio,Winona,Mcroy,320701870,January 16 1963,11186 East Ueckert Road BELLVILLE Texas 94010,701361804,March 29 1986
Lien,Argelia,Digregorio,138003230,April 4 1975,4763 Front Street  Texas 17124,655506339,January 25 1997
Kendal,Thuy,Kadakia,208085728,March 22 1954,425 Dogwood Street WALLIS Texas 41408,282243453,June 18 1985
Joann,Altha,Chauvin,252871149,January 24 1988,9145 North Fm 2502 BRENHAM Texas 93923,932353098,June 13 1994
Concepcion,Louis,Lockheart,411554633,July 28 1980,408 North Hunt Street BELLVILLE Texas 69250,158180013,November 21 2016
Katheryn,Deandra,Sandoval,355145938,May 21 1968,6015 Dubose Street WALLIS Texas 48567,348805518,April 24 1997
Maynard,Kam,Bosse,141557191,January 10 1983,1198 South Holland Street BELLVILLE Texas 45953,168912165,April 6 2006
William,Madison,Bruenderman,857561449,February 8 1962,6635 Church Street WALLIS Texas 79445,756217048,September 21 1986
Rosario,Marva,Gilhooley,304253217,February 3 1950,817 South Holland Street BELLVILLE Texas 61768,760669507,September 29 1991
Selma,Gema,Horwitz,737271113,May 8 1961,0 North Fm 331 BELLVILLE Texas 58346,361312119,September 20 1997
Wanetta,Annette,Fleenor,664805969,August 16 1968,423 Fm 1952 WALLIS Texas 86939,518066825,November 23 2005
Sonja,Grover,Rehfeld,299843471,July 13 1980,8695 Hillboldt Road CAT SPRING Texas 41532,802643060,October 27 1987
Na,Alvaro,Herrin,903644966,December 10 1989,25635 Squirrel Road NEW ULM Texas 34495,502851019,December 5 2006
Stacey,Elisabeth,Berkley,211176310,July 8 1962,0 Oil Field Road BELLVILLE Texas 18674,441168622,September 23 2001
Billye,Hilma,Gates,107769375,May 24 1971,6538 Smith Road BELLVILLE Texas 54233,297146783,November 9 2005
Daine,Sondra,Trulove,574728791,February 10 1953,4087 Wiecker Road BELLVILLE Texas 81080,951628494,July 9 1999
Althea,Cathleen,Huski,791990047,March 8 1953,0 Audeane Lane SEALY Texas 11588,823585546,April 5 2014
Karyl,Lavona,Defazio,593377136,October 20 1973,3730 Fm 2187 SEALY Texas 63269,981321487,November 14 2013
Raul,Modesta,Detjen,422951835,April 18 1951,6597 North Fm 331 BELLVILLE Texas 66876,301126954,April 8 2007
Shonna,Mozell,Pretzel,360630459,December 7 1961,2689 East School Road BELLVILLE Texas 49329,705659554,January 19 1988
Sharilyn,Janel,Gugerty,975450907,May 26 1955,728 East Glenn Street BELLVILLE Texas 65651,518201957,November 13 1994
Selena,Ji,Killeen,765231080,December 19 1973,   Texas 88711,223140563,July 6 2010
Warner,Leoma,Serice,994264885,December 3 1959,1813 Pyka Road SEALY Texas 71034,805916029,May 9 1988
Cecila,Verna,Giordano,923825779,May 14 1959,1804 Sealy Road SEALY Texas 70476,393523779,October 15 1990
Eura,Priscila,Mcdonald,353435331,January 13 1995,5754 Hickory Bend Lane BELLVILLE Texas 71187,957533009,March 10 1996
Loan,Pat,Kretsinger,328140674,August 6 1965,11418 Fm 1094 SEALY Texas 42452,884053432,October 13 2003
Margart,Izola,Tuorto,891356813,February 17 1988,949 Fisher Road BELLVILLE Texas 84409,517582744,November 11 2009
Edwin,Evelin,Biley,372815251,May 4 1953,   Texas 73582,381296031,October 28 1989
Solange,Joya,Guiterrez,276500540,October 17 1950,17 East Hacienda Street BELLVILLE Texas 46349,198156866,November 17 1994
Penelope,Antony,Shabel,126833369,June 23 1978,2243 Settlers Way Drive SEALY Texas 36841,586962389,January 28 1999
Marshall,Thanh,Coots,902180975,April 23 1958,   Texas 86921,731921238,December 28 1985
Jeraldine,Anjelica,Harpe,401600088,August 20 1951,894 Frazer Road SEALY Texas 43605,711088381,August 11 1996
Cherryl,Celine,Prazenica,176201349,December 27 1991,0 Lakeside Drive  Texas 62666,343912991,December 13 1996
Alishia,Arletha,Noblitt,420610400,October 29 1957,0 Carter Road BELLVILLE Texas 32235,625950291,June 20 1997
Michiko,Shizuko,Millner,723914053,January 20 1989,12433 Schwanbeck Road  Texas 15503,187323498,April 14 1991
Maybelle,Maggie,Champine,994983494,July 27 1983,6915 Hoppe Sister Road  Texas 46873,449579771,July 1 2009
Jenise,Karri,Curatolo,152316399,August 24 1974,0 Mill Creek Road  Texas 63336,604403637,February 7 2014
Edda,Chong,Grana,383725685,June 23 1973,225 Briarwood Drive BELLVILLE Texas 51950,493894952,April 22 1999
Glennie,Shena,Fonnesbeck,274074375,December 17 1954,4065 Richardson Lane SEALY Texas 77278,621759302,August 28 2016
Mary,Sheilah,Herman,662457492,April 9 1985,0 Circle Drive   Texas 62657,174142426,July 4 1990
Stacey,Tabitha,Stemm,989312373,November 10 1980,115 Lee Lane BELLVILLE Texas 85174,391213721,March 13 2009
Shameka,Sparkle,Rindone,426701146,November 8 1987,205 West Chatham BELLVILLE Texas 37376,523099669,April 19 2000
Annika,Ricarda,Goldbeck,299803670,September 17 1986,761 Concordia Drive B BELLVILLE Texas 10305,931870764,February 7 2005
Ferne,Juliet,Cordova,520069029,May 26 1976,0 Hillboldt Road SEALY Texas 29833,854557214,May 30 1999
Phylis,Lillia,Schaeffler,944706369,August 5 1984,0 Harrison Road SEALY Texas 57096,796974489,January 26 1989
Gayla,Evelyne,Heisdorffer,650403905,March 7 1952,421 Meinecke Street BELLVILLE Texas 93136,449911106,December 27 2001
Brianne,Charise,Philo,413763452,November 11 1972,7 East Glenn Street BELLVILLE Texas 14410,178770534,April 28 2009
Gene,Alfonzo,Evers,151866724,January 18 1975,407 North Meyer Street SEALY Texas 25868,302861639,August 11 1995
Marcy,Agnus,Arbo,307163179,June 22 1966,0 West Lantana Circle  Texas 49379,316167759,February 6 2004
Karoline,Marylee,Ephraim,674105303,September 23 1985,0 Lynn Road CHAPPELL HILL Texas 79617,808533791,August 20 1988
Maryetta,Nikia,Drozdowicz,669961354,April 13 1986,0 Lee Lane BELLVILLE Texas 96361,791090199,November 10 1988
Rory,Jay,Speciale,454110787,October 9 1973,   Texas 34559,862799529,June 29 1997
Corrine,Joeann,Korbal,461714100,April 12 1965,2355 Beverly Lane SEALY Texas 92620,189710343,May 18 1998
Benton,Carlita,Affleck,317511742,May 2 1977,104 Briarwood Lane BELLVILLE Texas 23634,387863862,August 26 2010
Lela,Maribeth,Mellas,612060003,September 29 1968,519 Ward Street SEALY Texas 33880,381157136,June 16 2002
Angeles,Maryjane,Yarzabal,896386539,June 12 1984,4936 Skull Creek Road FAYETTEVILLE Texas 39076,593641990,March 6 2008
Cindy,Mickey,Lynah,523410520,July 12 1955,10513 New Wehdem Road  Texas 43541,587879206,August 28 2004
Farrah,Deb,Steigerwalt,564900928,June 4 1992,0 Railroad Street WALLIS Texas 97306,448153074,February 9 2015
Adriana,Lesia,Hanley,580335263,March 14 1950,0 Wiese Road  Texas 71611,714884824,July 14 2003
Lillie,Ligia,Haydel,224093162,March 16 1988,0 New Bremen Road NEW ULM Texas 57932,570825724,September 6 1994
Stephine,Brooke,Phurrough,209025687,February 21 1968,   Texas 36357,688031326,March 11 2006
Tiesha,Elizabet,Liles,897017795,October 15 1977,216 Willow SEALY Texas 50538,291677119,October 20 1999
Felica,Emile,Riesner,751438100,April 18 1950,1304 Kloecker Road SEALY Texas 19252,660044499,November 23 1985
Corina,Dante,Oshman,476487130,April 12 1986,702 Barbara Street WALLIS Texas 93491,777905043,February 8 2001
Jacqueline,Carroll,Wiechec,809094239,April 9 1963,3951 Hamby Lane BELLVILLE Texas 13493,154842702,May 18 2000
Jeremy,Kiana,Mennig,443278028,December 1 1964,   Texas 93690,813320854,July 15 2002
Columbus,Shelly,Stuckmeyer,807478337,June 26 1980,0 Kulow Road (Off Of)  Texas 87560,481042049,August 27 1995
Filomena,Shawanna,Adamos,403541272,April 14 1967,7619 Fm 1371 North BELLVILLE Texas 75589,500739534,December 3 2008
Inocencia,Marielle,Nilsby,999629557,July 28 1986,2663 Fm 1094 SEALY Texas 57926,491434762,December 2 2014
Berenice,Herman,Vanskike,483096812,June 28 1992,0 Mixville Road  Texas 34196,423106137,November 8 2003
Ilana,Florrie,Klez,287686378,March 18 1958,0 Swearingen Road  Texas 51927,851156879,November 3 2002
Dori,Deadra,Peyser,833337449,June 9 1952,4164 East Fm 389 BURTON Texas 26682,555640933,April 18 2009
Isreal,Loren,Rathgeb,894285099,June 25 1973,6314 Wiley Road SEALY Texas 51336,599776192,February 8 2010
Michael,Carter,Kleier,710805427,February 20 1993,2388 Cedar View Lane BELLVILLE Texas 53992,833176219,March 31 2001
Elmer,Chelsey,Mascroft,967022408,May 14 1995,4596 Kurtz Road SEALY Texas 95571,615406077,April 13 1989
Pura,Sun,Shipwash,769543404,July 14 1980,0 Fm2754 @ Old Hwy36  Texas 39796,588377499,April 19 2016
Korey,Sherill,Sidman,383526363,September 27 1965,   Texas 67625,468143071,May 11 2006
Micha,Robby,Overbee,273637248,November 29 1957,1146 Pecan Ridge Lane SEALY Texas 33623,936614321,June 24 2001
Russell,Elmer,Mazyck,931590921,September 5 1953,4784 Fm 1458 SEALY Texas 45257,758779413,January 1 1997
Lila,Lovetta,Kraner,985730569,December 8 1962,0 2nd Street SEALY Texas 46264,470485724,August 12 2010
Lecia,Leonia,Bergren,937556021,May 7 1987,520 Walnut Drive BELLVILLE Texas 90158,892189208,July 24 1999
Evon,Denice,Bi,196659519,August 11 1982,3796 Northeast I-10 Frontage Road SEALY Texas 73895,174711564,October 5 2011
Yan,Chin,Dorson,280581508,February 27 1990,3055 West Fm 1093 WALLIS Texas 41710,115547623,April 2 2002
Dana,Patsy,Kintz,429872309,December 27 1967,2448 Old Columbus Road North SEALY Texas 36950,993264833,July 3 2001
Madie,Monty,Lanier,964285782,November 13 1961,1262 Terrazas Lane SEALY Texas 93305,134323168,July 22 2014
Micah,Kirstie,Hauf,522296942,February 8 1975,905 West Front Street SEALY Texas 66833,892913452,February 13 2005
Madalyn,Fidela,Burkett,778695530,May 4 1968,6584 Cedar Ridge Road BELLVILLE Texas 54594,295678548,May 31 1986
Minh,Katharine,Tindol,358318865,February 16 1953,6212 Krueger Road BLEIBLERVILLE Texas 48280,618129954,November 15 2005
Augustina,Ayanna,Thuman,812573699,August 28 1962,6566 Fm 1456 BELLVILLE Texas 74568,833608747,December 11 2000
Risa,Joel,Troendle,515237223,March 5 1968,   Texas 84550,223662035,July 24 1997
Belinda,Elana,Bolland,511630881,July 22 1995,5723 Gresham Street WALLIS Texas 18061,704102811,November 30 1993
Cathern,Damaris,Brentari,283877143,December 30 1996,1519 Newsom Road BELLVILLE Texas 62962,184676070,April 11 2005
Dora,Hilma,Leck,194247253,March 7 1971,0 Nicolas Bravo Street  Texas 22645,995299012,December 23 1989
Martina,Larae,Lovensheimer,416028744,August 10 1964,330 Old San Felipe Road SEALY Texas 57427,506713980,November 9 2007
Marlon,Candelaria,Brechtel,260186280,May 28 1989,0 Rinn Road  Texas 77483,687652411,April 24 1988
Caron,Terica,Loter,947330812,November 3 1969,   Texas 34775,404855520,November 12 1990
Vicki,Jessika,Ondik,566107519,February 7 1988,   Texas 79366,915384428,August 2 2008
Melody,Bruno,Murrieta,868574727,January 13 1974,0 Fm 2429 BELLVILLE Texas 21713,964253607,December 23 2015
Aracelis,Rachele,Ferran,505908710,August 20 1959,   Texas 50955,662953160,September 30 1990
Lissette,Garry,Monarrez,205818085,April 23 1975,0 New Bremen Road NEW ULM Texas 67265,383097270,June 9 2015
Walter,Stanley,Wekenmann,865161173,May 18 1978,6782 Highway 159 West BELLVILLE Texas 39412,131179867,January 20 1998
Barbar,Fletcher,Benney,397997912,October 28 1986,103 Hardeman Street SEALY Texas 61316,789232557,December 24 2013
Anibal,Charita,Luebbers,912947113,August 19 1963,   Texas 70660,256383338,February 22 1985
Adrianne,Marcel,Fallaw,374941403,June 11 1987,   Texas 87540,997997560,December 27 2003
Carlo,Qiana,Hallman,426752402,April 8 1986,275 Camilla Circle BELLVILLE Texas 51140,933994794,November 2 2003
Hyon,Rene,Bottini,375994145,June 8 1961,643 West Sanders Street BELLVILLE Texas 49152,180856660,August 18 1994
Bert,Stephania,Lesch,796887446,September 18 1970,239 Ross Street CAT SPRING Texas 39033,224418499,March 4 2002
Vita,Melissia,Vanproosdy,664315592,April 4 1993,0 Las O Menas Ranch Lane  Texas 38681,961386735,September 19 1985
Hubert,Corey,Pipkin,736067791,October 21 1963,837 Fowlkes Street SEALY Texas 44726,334325368,March 14 2005
Kiyoko,Jacque,Goodall,280813318,May 25 1952,11210 Svoboda Road WALLIS Texas 79953,371003407,March 18 2000
Corazon,Dalene,Moyd,691833665,April 5 1986,0 Schoenau Road  Texas 33035,119264127,November 28 1986
Rex,Annalee,Sornsen,508467987,January 3 1980,0 Hacienda Saint (Off Of) BELLVILLE Texas 87543,635128202,April 20 2005
Garnet,Dorothy,Fickbohm,768662967,March 18 1985,984 Frazer Road SEALY Texas 40101,833776906,October 6 1995
Micki,Sol,Fanizza,938399691,February 4 1952,0 Jackson Avenue CAT SPRING Texas 18912,729591913,June 19 2004
Breanna,Hang,Whtie,961861621,October 13 1979,4585 Mixville Road SEALY Texas 16575,220634692,July 13 2010
Saran,Annika,Bakeley,716585800,June 15 1974,0 Highway 36 North BELLVILLE Texas 18897,234931094,July 24 2000
Annalee,Jammie,Petite,965210562,November 27 1965,0 Highway 36 SEALY Texas 66918,331069736,July 27 2011
Angelique,Danica,Domenico,219994291,May 20 1993,   Texas 48928,315540580,July 10 1991
Kathy,Jackson,Spraglin,572211711,April 5 1967,2535 Fm 2187  Texas 26353,269870214,December 14 1993
Chere,Bobbie,Friesen,745563448,May 13 1966,4689 Kurtz Road  Texas 22008,183759113,November 3 1994
Cammie,Augustine,Barnaba,859595118,October 27 1971,   Texas 11964,272000629,June 20 2016
Nakia,Allene,Cardin,269645525,August 22 1964,0 Fm 2187   Texas 73588,352935710,January 1 1997
Melvin,George,Burdeshaw,539198944,April 24 1965,   Texas 40029,217288015,May 13 2014
Lester,Anderson,Benscoter,741134309,February 24 1950,0 Post Oak Point Road  Texas 41784,195093615,May 25 2015
Miquel,Nicolasa,Mchugh,337780588,December 22 1963,   Texas 86009,845126978,August 1 2007
Maurine,Jessika,Benek,142594761,September 30 1996,1476 Graham Road BELLVILLE Texas 73301,959397942,March 28 1994
Keena,Deidre,Endres,515807651,October 13 1958,108 Wilson Street SEALY Texas 27694,927749369,December 12 2006
Tiffiny,Edwin,Pulver,191578496,April 10 1973,1558 Hintz Road SEALY Texas 33662,568359893,October 19 1986
Steven,Donnie,Buschner,847552788,February 18 1996,4469 Blezinger Road NEW ULM Texas 62176,826210098,August 6 2004
Dessie,Florrie,Cordenas,952396892,September 30 1959,833 Silliman SEALY Texas 88187,835371358,August 7 1991
Teofila,Lanell,Goldsberry,142301546,May 13 1963,1462 South Circle Street SEALY Texas 98160,782878247,October 1 2014
Abbey,Lajuana,Fugitt,497580149,December 8 1975,0 Rogers Saint (Off Of) WALLIS Texas 19312,865251637,August 20 1999
Shantel,Lance,Chester,106289450,January 18 1973,1519 Newsom Road BELLVILLE Texas 61378,385098781,October 22 1997
Marti,Xiao,Mcdannold,650906934,November 7 1964,8426 Moravian Drive SEALY Texas 13541,239173619,May 23 2009
